Name,Description,Address,Working hours,Rating,Amount of reviews,Latitude,Longitude,2GIS URL,Additional information
Bao sushi & noodles bar,ресторан,"проспект Назарбаева, 77",Пн: 12:00-24:00; Вт: 12:00-24:00; Ср: 12:00-24:00; Чт: 12:00-24:00; Пт: 12:00-24:00; Сб: 12:00-24:00; Вс: 12:00-24:00,4.6,612,43.260969,76.945615,https://2gis.com/firm/70000001023092696,"Вегетарианские кафе ​Паназиатская кухня ​Веганская кухня ​Заказ столиков ​Заказ навынос ​Винная карта ​Детское меню ​Летняя терраса ​Проведение банкетов ​Средний чек 5000 тнг. ​До 40 мест ​Суши ​Лапша wok ​Рамен ​Рис wok ​Том-Ям ​Салаты ​Супы ​Суши ​Пицца ​Бургеры ​Доставка wok ​Рационы питания ​Десерты ​Горячие вторые блюда ​Салаты ​Супы ​Оплата картой ​Наличный расчёт ​Оплата через банк ​Английский ​Русский ​Суши-бары ​Рестораны ​Доставка готовых блюд ​Это моя компания ​Реклама в 2ГИС ↗ ​Проспект Назарбаева, 77 ​1 этаж ​6 филиалов ​Это моя компания ​Реклама в 2ГИС ↗"
Ipar,кафе,"улица Ауэзова, 38",Пн: 10:00-23:00; Вт: 10:00-23:00; Ср: 10:00-23:00; Чт: 10:00-23:00; Пт: 10:00-23:00; Сб: 10:00-23:00; Вс: 10:00-23:00,3.9,432,43.248369,76.903229,https://2gis.com/firm/70000001057825133,"Халяльная кухня ​Завтрак ​Поминальные обеды ​Летняя терраса ​Столики на улице ​Проведение банкетов ​Можно с ноутбуком ​Английский завтрак ​Турецкий завтрак ​Средний чек 4000 тнг. ​До 200 мест ​Пицца ​Шашлык ​Бургеры ​Пироги ​Пончики ​Чебуреки ​Пельмени ​Рамен ​Паста ​Манты ​Стейки ​Том-Ям ​Люля-кебаб ​Самса ​Картофель-фри ​Лагман ​Салаты ​Хачапури ​Супы ​Блюда на гриле ​Наггетсы ​Плов ​Хычины ​Кофе с собой ​Чай с собой ​Оплата картой ​Наличный расчёт ​Перевод с карты ​Пандус ​Доступный вход для людей с инвалидностью ​Это моя компания ​Реклама в 2ГИС ↗ ​Улица Ауэзова, 38 ​улица Карасай батыра, 164 ​ ​Это моя компания ​Реклама в 2ГИС ↗"
Food Solutions KZ,McDrive,"микрорайон Орбита-3, 5а",Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,2.0,163,43.199738,76.879339,https://2gis.com/firm/70000001044487860,"Заказ навынос ​Детское меню ​Автокафе ​Средний чек 1500 тнг. ​Бургеры ​Картофель-фри ​Сэндвичи ​Оплата картой ​Наличный расчёт ​Это моя компания ​Реклама в 2ГИС ↗ ​Микрорайон Орбита-3, 5а ​15 филиалов ​Это моя компания ​Реклама в 2ГИС ↗"
Lanzhou,сеть ресторанов быстрого питания,"улица Тимирязева, 42/6 к34/1",Пн: 11:00-24:00; Вт: 11:00-24:00; Ср: 11:00-24:00; Чт: 11:00-24:00; Пт: 11:00-24:00; Сб: 11:00-24:00; Вс: 11:00-24:00,3.7,648,43.22496,76.905462,https://2gis.com/firm/70000001056063845,"Лапшичные ​Китайская кухня ​Восточная кухня ​Заказ навынос ​Детское меню ​Пицца ​Лапша wok ​Блины ​Пельмени ​Манты ​Картофель-фри ​Лагман ​Салаты ​Наггетсы ​Оплата картой ​Наличный расчёт ​Быстрое питание ​Столовые ​Это моя компания ​Реклама в 2ГИС ↗ ​Улица Тимирязева, 42/6 к34/1 ​24 филиала ​Это моя компания ​Реклама в 2ГИС ↗"
Буханка,гриль-бар,"улица Толе би, 200а",Пн: 10:00-02:00; Вт: 10:00-02:00; Ср: 10:00-02:00; Чт: 10:00-02:00; Пт: 10:00-02:00; Сб: 10:00-02:00; Вс: 10:00-02:00,3.1,165,43.250967,76.892246,https://2gis.com/firm/9429940000792491,"Гриль-бары ​Европейская кухня ​Бизнес-ланч ​Заказ столиков ​Заказ навынос ​Винная карта ​Живая музыка ​Поминальные обеды ​VIP-зал ​Летняя терраса ​Детский уголок ​Танцпол ​Проведение банкетов ​Средний чек 6500 тнг. ​Бизнес-ланч от 2000 тнг. ​Ланч 12:00-16:00 ​До 250 мест ​Суши ​Пицца ​Шашлык ​Чебуреки ​Рамен ​Паста ​Стейки ​Том-Ям ​Люля-кебаб ​Хачапури ​Супы ​Блюда на гриле ​Кесадилья ​Колбаски ​Оплата картой ​Наличный расчёт ​Перевод с карты ​Вызов персонала ​Доступный вход для людей с инвалидностью ​Кафе ​Бары ​Это моя компания ​Реклама в 2ГИС ↗ ​Улица Толе би, 200а ​1 этаж ​ ​Это моя компания ​Реклама в 2ГИС ↗"
Love Sochi,кафе,"улица Каирбекова, 6",Пн: 11:00-24:00; Вт: 11:00-24:00; Ср: 11:00-24:00; Чт: 11:00-24:00; Пт: 11:00-24:00; Сб: 11:00-24:00; Вс: 11:00-24:00,3.4,184,43.264379,76.961149,https://2gis.com/firm/70000001019951739,"Грузинская кухня ​Восточная кухня ​Европейская кухня ​Заказ столиков ​Заказ навынос ​Летняя терраса ​Танцпол ​Проведение банкетов ​Можно с ноутбуком ​Средний чек 4000 тнг. ​До 120 мест ​Пицца ​Шашлык ​Хинкали ​Блины ​Пельмени ​Рамен ​Манты ​Стейки ​Том-Ям ​Люля-кебаб ​Картофель-фри ​Лагман ​Салаты ​Хачапури ​Супы ​Куриные крылышки ​Плов ​Жареная рыба ​Оплата картой ​Наличный расчёт ​Перевод с карты ​Оплата по QR-коду ​Это моя компания ​Реклама в 2ГИС ↗ ​Улица Каирбекова, 6 ​1 этаж ​ ​Это моя компания ​Реклама в 2ГИС ↗"
Degirmen,кафе быстрого питания,"проспект Абылай хана, 64",Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,2.0,400,43.26159,76.940873,https://2gis.com/firm/70000001045492289,"Заказ навынос ​Летняя терраса ​Пицца ​Пироги ​Пирожки ​Рис wok ​Манты ​Самса ​Картофель-фри ​Лагман ​Салаты ​Супы ​Блюда на гриле ​Плов ​Кесадилья ​Торты на заказ ​Фототорты ​Оплата картой ​Наличный расчёт ​Перевод с карты ​Быстрое питание ​Кондитерские изделия ​Это моя компания ​Реклама в 2ГИС ↗ ​Проспект Абылай хана, 64 ​45 филиалов ​Это моя компания ​Реклама в 2ГИС ↗"
Трдельник,кофейня,"проспект Абая, 44",Пн: 09:00-22:00; Вт: 09:00-22:00; Ср: 09:00-22:00; Чт: 09:00-22:00; Пт: 09:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,3.8,117,43.240418,76.92597,https://2gis.com/firm/70000001048777724,"Завтрак ​Заказ навынос ​Можно с ноутбуком ​Средний чек 3000 тнг. ​До 20 мест ​Бургеры ​Блины ​Гонконгские вафли ​Картофель-фри ​Бельгийские вафли ​Салаты ​Сэндвичи ​Блюда на гриле ​Наггетсы ​Бутерброды ​Трдельник ​Кофе с собой ​Чай с собой ​Смузи ​Наличный расчёт ​Перевод с карты ​Кофейни ​Кафе-кондитерские ​Это моя компания ​Реклама в 2ГИС ↗ ​Дворец спорта ​Проспект Абая, 44 ​1 этаж ​ ​Это моя компания ​Реклама в 2ГИС ↗"
Coffee BOOM,сеть кофеен,"проспект Гагарина, 233 блок 1",Пн: 08:00-24:00; Вт: 08:00-24:00; Ср: 08:00-24:00; Чт: 08:00-24:00; Пт: 08:00-24:00; Сб: 08:00-24:00; Вс: 08:00-24:00,4.0,145,43.211124,76.897807,https://2gis.com/firm/70000001068273995,"Оплата картой ​Наличный расчёт ​Перевод с карты ​Кофейни ​Быстрое питание ​Кондитерские изделия ​Кафе-кондитерские ​Доставка готовых блюд ​Это моя компания ​Реклама в 2ГИС ↗ ​ЖК TERRA ​Проспект Гагарина, 233 блок 1 ​15 филиалов ​Это моя компания ​Реклама в 2ГИС ↗"
Sagamo,ресторан,"улица Казыбек би, 121",Пн: 12:00-24:00; Вт: 12:00-24:00; Ср: 12:00-24:00; Чт: 12:00-24:00; Пт: 12:00-02:00; Сб: 12:00-02:00; Вс: 12:00-24:00 (караоке-зал: пн-вс 21:00-5:00),4.2,89,43.25539,76.924122,https://2gis.com/firm/70000001061018883,"Грузинская кухня ​Европейская кухня ​Бизнес-ланч ​Заказ столиков ​Заказ навынос ​Винная карта ​Детское меню ​Живая музыка ​VIP-зал ​Летняя терраса ​Детская комната ​Танцпол ​Кабинки ​Проведение банкетов ​Средний чек 10000 тнг. ​До 140 мест ​Пицца ​Шашлык ​Хинкали ​Паста ​Стейки ​Том-Ям ​Люля-кебаб ​Картофель-фри ​Салаты ​Супы ​Римская пицца ​Блюда на гриле ​Наггетсы ​Устрицы ​Кофе с собой ​Чай с собой ​Оплата картой ​Наличный расчёт ​Рестораны ​Бары ​Караоке-залы ​Это моя компания ​Реклама в 2ГИС ↗ ​Улица Казыбек би, 121 ​1 этаж ​ ​Это моя компания ​Реклама в 2ГИС ↗"
